cvemodeloeducativo,cveplanestudio,cvemodulo,grado,cvetrayecto,cvetipomodulo,consecutivoorden,estado,creditos,descripcion,descorta,siglema
2008,REDE08,ICHU02,6,QUM,TP,24,A,,Identificación de la conducta humana.,Identificación de la conducta humana.,ICHU
2008,REDE08,AELC02,6,AIM,TT,41,A,,Administración del mantenimiento eléctrico.,,AELC
2008,REDE08,CPAI02,6,INP,TT,42,A,,Comunicación profesional en el área industrial..,,CPAI
2008,REDE08,MCOR02,6,MAS,TT,43,A,,Mantenimiento correctivo de subestaciones.,,MCOR
2008,REDE08,VEBS02,6,OPV,TT,44,A,,Venta de bienes y servicios.,,VEBS
2008,REDE08T,APRE03,1,XXX,FB,1,A,,Autogestión del aprendizaje.,Autogestión del aprendizaje.,APRE
2008,REDE08T,PROP04,1,XXX,FB,2,A,,Proyección personal y profesional.,Proyección personal y profesional.,PROP
2008,REDE08T,MAEC04,1,XXX,FB,3,A,,Manejo de espacios y cantidades.,Manejo de espacios y cantidades.,MAEC
2008,REDE08T,COIN03,1,XXX,FB,4,A,,Comunicación para la interacción social.,Comunicación para la interacción social.,COIN
2008,REDE08T,PIPM03,1,XXX,FB,5,A,,Procesamiento de información por medios digitales.,Procesamiento de información por medios digitales.,PIPM
2008,REDE08T,REDE03,1,XXX,FB,6,A,,Resolución de problemas.,Resolución de problemas.,REDE
2008,REDE08T,DECI03,1,XXX,FB,7,A,,Desarrollo ciudadano.,Desarrollo ciudadano.,DECI
2008,REDE08T,CAEP02,2,XXX,FB,1,A,,Comunicación en los ámbitos escolar y profesional.,Comunicación en los ámbitos escolar y profesional.,CAEP
2008,REDE08T,IBIO02,2,XXX,FB,2,A,,Identificación de la biodiversidad.,Identificación de la biodiversidad.,IBIO
2008,REDE08T,ININ02,2,XXX,FB,3,A,,Interacción inicial en inglés.,Interacción inicial en inglés.,ININ
2008,REDE08T,MADI02,2,XXX,FB,4,A,,Manejo de aplicaciones por medios digitales.,Manejo de aplicaciones por medios digitales.,MADI
2008,REDE08T,REAN03,2,XXX,FB,5,A,,Representación simbólica y angular del entorno.,Representación simbólica y angular del entorno.,REAN
2008,REDE08T,AMAE03,2,XXX,FB,6,A,,Análisis de la materia y la energía.,Análisis de la materia y la energía,AMAE
2008,REDE08T,DEPD02,2,XXX,FP,7,A,,Desarrollo de planos y diagramas.,,DEPD
2008,REDE08T,LEAD02,2,XXX,FP,8,A,,Levantamiento físico de redes aéreas de distribución.,,LEAD
2008,REDE08T,MEMA02,2,XXX,FP,9,A,,Medición de magnitudes eléctricas.,,MEMA
2008,REDE08T,CAIN02,3,XXX,FB,1,A,,Comunicación activa en inglés.,Comunicación activa en inglés.,CAIN
2008,REDE08T,IFIM03,3,XXX,FB,2,A,,Interpretación de fenómenos físicos de la materia.,Interpretación de fenómenos físicos de la materia.,IFIM
2008,REDE08T,REFU03,3,XXX,FB,3,A,,Representación gráfica de funciones.,Representación gráfica de funciones.,REFU
2008,REDE08T,LEAS02,3,XXX,FP,4,A,,Levantamiento físico de redes subterráneas de distribución.,,LEAS
2008,REDE08T,IEMD02,3,XXX,FP,5,A,,Instalación de equipo y materiales en las redes aéreas de distribución.,,IEMD
2008,REDE08T,INCE02,3,XXX,FP,6,A,,Inspección de redes aéreas de distribución eléctrica.,,INCE
2008,REDE08T,OCON02,3,XXX,FP,7,A,,Operación de equipos de protección y control.,,OCON
2008,REDE08T,CIIN02,4,XXX,FB,1,A,,Comunicación independiente en inglés.,Comunicación independiente en inglés.,CIIN
"2008,REDE08T,COFE02,4,XXX,FB,2,A,,""Contextualización de fenómenos sociales, políticos y económicos."",""Contextualización de fenómenos sociales, políticos y económicos."",COFE"
2008,REDE08T,TADA03,4,XXX,FB,3,A,,Tratamiento de datos y azar.,Tratamiento de datos y azar.,TADA
2008,REDE08T,IEMS02,4,XXX,FP,4,A,,Instalación de equipo y materiales en las redes subterráneas.,,IEMS
2008,REDE08T,OPDE02,4,XXX,FP,5,A,,Operación de desconectadores y restauradores.,,OPDE
2008,REDE08T,PMAN02,4,XXX,FP,6,A,,Preparación del mantenimiento.,,PMAN
2008,REDE08T,ANCO02,4,AIM,TT,41,A,,Análisis de costos.,,ANCO
2008,REDE08T,CLEI02,4,INP,TT,42,A,,Comprensión de lectura y escritura en inglés.,,CLEI
2008,REDE08T,ICSU02,4,MAS,TT,43,A,,Instalación de componentes de las subestaciones.,,ICSU
2008,REDE08T,TVEN02,4,OPV,TT,44,A,,Manejo de técnicas de venta.,,TVEN
2008,REDE08T,CPIN02,5,XXX,FB,1,A,,Comunicación productiva en inglés.,Comunicación productiva en inglés.,CPIN
2008,REDE08T,INSO02,5,XXX,FB,2,A,,Interpretación de normas de convivencia social.,Interpretación de normas de convivencia social.,INSO
2008,REDE08T,FEMP03,5,XXX,FP,3,A,,Formación empresarial.,FEMP03,FEMP
2008,REDE08T,IRSE02,5,XXX,FP,4,A,,Inspección de redes subterráneas de distribución eléctrica.,,IRSE
2008,REDE08T,MRAD02,5,XXX,FP,5,A,,Mantenimiento preventivo de redes aéreas de distribución eléctrica.,,MRAD
2008,REDE08T,OBCA02,5,XXX,FP,6,A,,Operación de bancos de capacitores y transformadores.,,OBCA
2008,REDE08T,ATSC02,5,OPV,TT,41,A,,Atención y servicio a clientes.,,ATSC
2008,REDE08T,CAEO02,5,INP,TT,42,A,,Comprensión auditiva y expresión oral en Inglés.,,CAEO
2008,REDE08T,MPSU02,5,MAS,TT,43,A,,Mantenimiento preventivo de subestaciones.,,MPSU
2008,REDE08T,SUOB02,5,AIM,TT,44,A,,Supervisión de obras eléctricas.,,SUOB
2008,REDE08T,FLSF,6,XXX,FB,1,A,,Filosofía.,Filosofía,FLSF
2008,REDE08T,APCA02,6,XXX,FP,2,A,,Aplicación de principios de coordinación de aislamiento.,,APCA
2008,REDE08T,CENG02,6,XXX,FP,3,A,,Comunicación especializada en inglés.,Comunicación especializada en inglés.,CENG
2008,REDE08T,MACD02,6,XXX,FP,4,A,,Mantenimiento correctivo de redes aéreas de distribución eléctrica.,,MACD
2008,REDE08T,MRES02,6,XXX,FP,5,A,,Mantenimiento correctivo de redes subterráneas de distribución eléctrica.,,MRES
2008,REDE08T,MDIE02,6,XXX,FP,6,A,,Mantenimiento preventivo de redes subterráneas de distribución eléctrica.,,MDIE
2008,REDE08T,AELC02,6,AIM,TT,41,A,,Administración del mantenimiento eléctrico.,,AELC
2008,REDE08T,CPAI02,6,INP,TT,42,A,,Comunicación profesional en el área industrial..,,CPAI
2008,REDE08T,MCOR02,6,MAS,TT,43,A,,Mantenimiento correctivo de subestaciones.,,MCOR
2008,REDE08T,VEBS02,6,OPV,TT,44,A,,Venta de bienes y servicios.,,VEBS
2008,RRXX08B,COIN03,1,XXX,FB,1,A,,Comunicación para la interacción social.,Comunicación para la interacción social.,COIN
2008,RRXX08B,PIPM03,1,XXX,FB,2,A,,Procesamiento de información por medios digitales.,Procesamiento de información por medios digitales.,PIPM
2008,RRXX08B,MAEC04,1,XXX,FB,3,A,,Manejo de espacios y cantidades.,Manejo de espacios y cantidades.,MAEC
2008,RRXX08B,APRE03,1,XXX,FB,4,A,,Autogestión del aprendizaje.,Autogestión del aprendizaje.,APRE
2008,RRXX08B,REDE03,1,XXX,FB,5,A,,Resolución de problemas.,Resolución de problemas.,REDE
2008,RRXX08B,DECI03,1,XXX,FB,6,A,,Desarrollo ciudadano.,Desarrollo ciudadano.,DECI
2008,RRXX08B,PROP04,1,XXX,FB,7,A,,Proyección personal y profesional.,Proyección personal y profesional.,PROP
2008,RRXX08B,CAEP02,2,XXX,FB,1,A,,Comunicación en los ámbitos escolar y profesional.,Comunicación en los ámbitos escolar y profesional.,CAEP
2008,RRXX08B,MADI02,2,XXX,FB,2,A,,Manejo de aplicaciones por medios digitales.,Manejo de aplicaciones por medios digitales.,MADI
2008,RRXX08B,ININ02,2,XXX,FB,3,A,,Interacción inicial en inglés.,Interacción inicial en inglés.,ININ
2008,RRXX08B,REAN03,2,XXX,FB,4,A,,Representación simbólica y angular del entorno.,Representación simbólica y angular del entorno.,REAN
2008,RRXX08B,IBIO02,2,XXX,FB,5,A,,Identificación de la biodiversidad.,Identificación de la biodiversidad.,IBIO
2008,RRXX08B,IDEF03,2,XXX,FP,6,A,,Identificación de la estructura y función del cuerpo humano.,Identificación de la estructura y función del cuerpo humano.,IDEF
2008,RRXX08B,OPIR00,2,XXX,FP,7,A,,Obtención y procesado de la imagen radiológica,Obtención y procesado de la imagen radiológica,OPIR
2008,RRXX08B,PTRA00,2,XXX,FP,8,A,,Protección ante la radiación,Protección ante la radiación,PTRA
2008,RRXX08B,CMRA00,2,XXX,FP,9,A,,Comunicación en radiología,Comunicación en radiología,CMRA
2008,RRXX08B,CAIN02,3,XXX,FB,1,A,,Comunicación activa en inglés.,Comunicación activa en inglés.,CAIN
2008,RRXX08B,REFU03,3,XXX,FB,2,A,,Representación gráfica de funciones.,Representación gráfica de funciones.,REFU
2008,RRXX08B,IFIM03,3,XXX,FB,3,A,,Interpretación de fenómenos físicos de la materia.,Interpretación de fenómenos físicos de la materia.,IFIM
2008,RRXX08B,AMAE03,3,XXX,FB,4,A,,Análisis de la materia y la energía.,Análisis de la materia y la energía,AMAE
2008,RRXX08B,CCRI00,3,XXX,FP,5,A,,Control de la calidad en el servicio de radiología e imagen,Control de la calidad en el servicio de radiología e imagen,CCRI
2008,RRXX08B,RESM00,3,XXX,FP,6,A,,Realización de estudios sin medio de contraste,Realización de estudios sin medio de contraste,RESM
2008,RRXX08B,RABI00,3,XXX,FP,7,A,,Radiobiología,Radiobiología,RABI
2008,RRXX08B,ENRA00,3,XXX,FP,8,A,,Enfermería en radiología,Enfermería en radiología,ENRA
2008,RRXX08B,AESS00,3,XXX,FP,9,A,,Administración estratégica en los servicios de salud,Administración estratégica en los servicios de salud,AESS
2008,RRXX08B,CIIN02,4,XXX,FB,1,A,,Comunicación independiente en inglés.,Comunicación independiente en inglés.,CIIN
2008,RRXX08B,TADA03,4,XXX,FB,2,A,,Tratamiento de datos y azar.,Tratamiento de datos y azar.,TADA
"2008,RRXX08B,COFE02,4,XXX,FB,3,A,,""Contextualización de fenómenos sociales, políticos y económicos."",""Contextualización de fenómenos sociales, políticos y económicos."",COFE"
2008,RRXX08B,COLS04,4,XXX,FP,4,A,,Conducta profesional y legislación en salud.,Conducta profesional y legislación en salud.,COLS
2008,RRXX08B,RAIN00,4,XXX,FP,5,A,,Radiología intervencionista,Radiología intervencionista,RAIN
2008,RRXX08B,RECT00,4,XXX,FP,6,A,,Realización de estudios con medio de contraste,Realización de estudios con medio de contraste,RECT
2008,RRXX08B,FARA00,4,XXX,FP,7,A,,Farmacología radiológica,Farmacología radiológica,FARA
"2008,RRXX08B,AFEO02,4,FIM,TP,8,A,,""Análisis de fenómenos eléctricos, electromagnéticos y ópticos."",""Análisis de fenómenos eléctricos, electromagnéticos y ópticos."",AFEO"
2008,RRXX08B,IFAH02,4,ECA,TP,9,A,,Interpretación de fenómenos microeconómicos.,Interpretación de fenómenos microeconómicos.,IFAH
2008,RRXX08B,DROE02,4,QUM,TP,10,A,,Descripción de la relación entre compuestos orgánicos y el entorno.,Descripción de la relación entre compuestos orgánicos y el entorno,DROE
2008,RRXX08B,IFES02,4,SOH,TP,11,A,,Interpretación de hechos y fenómenos en estructuras sociales.,Interpretación de hechos y fenómenos en estructuras sociales.,IFES
2008,RRXX08B,APCO05,4,AET,TT,12,A,,Atención de primer contacto.,Atención de primer contacto.,APCO
2008,RRXX08B,CPIN02,5,XXX,FB,1,A,,Comunicación productiva en inglés.,Comunicación productiva en inglés.,CPIN
2008,RRXX08B,INSO02,5,XXX,FB,2,A,,Interpretación de normas de convivencia social.,Interpretación de normas de convivencia social.,INSO
2008,RRXX08B,FEMP03,5,XXX,FP,3,A,,Formación empresarial.,FEMP03,FEMP
2008,RRXX08B,REMT00,5,XXX,FP,4,A,,Realización de estudios de mastografía,Realización de estudios de mastografía,REMT
2008,RRXX08B,REDT00,5,XXX,FP,5,A,,Realización de estudios dentales,Realización de estudios dentales,REDT
2008,RRXX08B,RETC00,5,XXX,FP,6,A,,Realización de estudios con tomografía computarizada,Realización de estudios con tomografía computarizada,RETC
2008,RRXX08B,EPIN00,5,XXX,FP,7,A,,Elaboración de proyectos de investigación,Elaboración de proyectos de investigación,EPIN
2008,RRXX08B,AIND02,5,FIM,TP,8,A,,Análisis derivativo de funciones.,Análisis derivativo de funciones,AIND
2008,RRXX08B,DEMA02,5,ECA,TP,9,A,,Descripción de fenómenos macroeconómicos.,Descripción de fenómenos macroeconómicos.,DEMA
2008,RRXX08B,IRMO03,5,QUM,TP,10,A,,Interpretación de la relación de reacciones metabólicas de los organismos.,Interpretación de la relación de reacciones metabólicas de los org,IRMO
2008,RRXX08B,ITIN02,5,SOH,TP,11,A,,Interpretación y tratamiento de la información.,Interpretación y tratamiento de la información.,ITIN
2008,RRXX08B,ENTA04,5,AET,TT,12,A,,Enfermería tanatológica.,Enfermería tanatológica.,ENTA
2008,RRXX08B,FLSF00,6,XXX,FB,1,A,,Filosofía,Filosofía,FLSF
2008,RRXX08B,CENG02,6,XXX,FP,2,A,,Comunicación especializada en inglés.,Comunicación especializada en inglés.,CENG
2008,RRXX08B,RERM00,6,XXX,FP,3,A,,Realización de estudios por resonancia magnética,Realización de estudios por resonancia magnética,RERM
2008,RRXX08B,REUL00,6,XXX,FP,4,A,,Realización de estudios con ultrasonido,Realización de estudios con ultrasonido,REUL
2008,RRXX08B,AIRA00,6,XXX,FP,5,A,,Análisis de la imagen radiológica,Análisis de la imagen radiológica,AIRA
2008,RRXX08B,AING02,6,FIM,TP,6,A,,Análisis integral de funciones.,Análisis integral de funciones.,AING
2008,RRXX08B,CAFI02,6,ECA,TP,7,A,,Cálculo de operaciones financieras de crédito.,Cálculo de operaciones financieras de crédito.,CAFI
2008,RRXX08B,ICHU02,6,QUM,TP,8,A,,Identificación de la conducta humana.,Identificación de la conducta humana.,ICHU
2008,RRXX08B,ACIU02,6,SOH,TP,9,A,,Actuación ciudadana.,Actuación ciudadana.,ACIU
2008,RRXX08B,ENON03,6,AET,TT,10,A,,Enfermería oncológica.,Enfermería oncológica.,ENON
2008,SALU08,APRE03,1,XXX,FB,1,A,,Autogestión del aprendizaje.,Autogestión del aprendizaje.,APRE
2008,SALU08,PROP04,1,XXX,FB,2,A,,Proyección personal y profesional.,Proyección personal y profesional.,PROP
2008,SALU08,MAEC04,1,XXX,FB,3,A,,Manejo de espacios y cantidades.,Manejo de espacios y cantidades.,MAEC
2008,SALU08,COIN03,1,XXX,FB,4,A,,Comunicación para la interacción social.,Comunicación para la interacción social.,COIN
2008,SALU08,PIPM03,1,XXX,FB,5,A,,Procesamiento de información por medios digitales.,Procesamiento de información por medios digitales.,PIPM
2008,SALU08,REDE03,1,XXX,FB,6,A,,Resolución de problemas.,Resolución de problemas.,REDE
2008,SALU08,DECI03,1,XXX,FB,7,A,,Desarrollo ciudadano.,Desarrollo ciudadano.,DECI
2008,SALU08,CAEP02,2,XXX,FB,1,A,,Comunicación en los ámbitos escolar y profesional.,Comunicación en los ámbitos escolar y profesional.,CAEP
2008,SALU08,IBIO02,2,XXX,FB,2,A,,Identificación de la biodiversidad.,Identificación de la biodiversidad.,IBIO
2008,SALU08,ININ02,2,XXX,FB,3,A,,Interacción inicial en inglés.,Interacción inicial en inglés.,ININ
2008,SALU08,MADI02,2,XXX,FB,4,A,,Manejo de aplicaciones por medios digitales.,Manejo de aplicaciones por medios digitales.,MADI
2008,SALU08,REAN03,2,XXX,FB,5,A,,Representación simbólica y angular del entorno.,Representación simbólica y angular del entorno.,REAN
2008,SALU08,COLS04,2,XXX,FP,7,A,0,Conducta profesional y legislación en salud.,Conducta profesional y legislación en salud.,COLS
2008,SALU08,IDEF03,2,XXX,FP,8,A,,Identificación de la estructura y función del cuerpo humano.,Identificación de la estructura y función del cuerpo humano.,IDEF
2008,SALU08,IPSE03,2,XXX,FP,9,A,,Identificación del proceso salud - enfermedad.,,IPSE
2008,SALU08,OCUS02,2,XXX,FP,10,A,,Organización de la comunidad para el cuidado de la salud.,,OCUS
2008,SALU08,TERF03,2,XXX,FP,11,A,,Terapéutica farmacológica.,,TERF
2008,SALU08,AMAE03,3,XXX,FP,1,A,,Análisis de la materia y la energía.,Análisis de la materia y la energía,AMAE
2008,SALU08,CAIN02,3,XXX,FB,2,A,,Comunicación activa en inglés.,Comunicación activa en inglés.,CAIN
2008,SALU08,IFIM03,3,XXX,FB,3,A,,Interpretación de fenómenos físicos de la materia.,Interpretación de fenómenos físicos de la materia.,IFIM
2008,SALU08,REFU03,3,XXX,FB,4,A,,Representación gráfica de funciones.,Representación gráfica de funciones.,REFU
2008,SALU08,APRI02,3,XXX,FP,5,A,,Atención primaria a la salud.,,APRI
2008,SALU08,ESTA02,3,XXX,FP,6,A,,Estrategia acción-participativa.,,ESTA
2008,SALU08,IAPA02,3,XXX,FP,7,A,,Investigación acción-participativa.,,IAPA
2008,SALU08,CIIN02,4,XXX,FB,1,A,,Comunicación independiente en inglés.,Comunicación independiente en inglés.,CIIN
"2008,SALU08,COFE02,4,XXX,FB,2,A,,""Contextualización de fenómenos sociales, políticos y económicos."",""Contextualización de fenómenos sociales, políticos y económicos."",COFE"
2008,SALU08,TADA03,4,XXX,FB,3,A,,Tratamiento de datos y azar.,Tratamiento de datos y azar.,TADA
2008,SALU08,APCO05,4,XXX,FP,4,A,,Atención de primer contacto.,Atención de primer contacto.,APCO
2008,SALU08,CCCS02,4,XXX,FP,5,A,,Capacitación de la comunidad para el cuidado de la salud.,,CCCS
2008,SALU08,EDSC02,4,XXX,FP,6,A,,Educación para la salud comunitaria.,,EDSC
2008,SALU08,OMPS02,4,XXX,FP,7,A,,Operación del modelo de promoción de la salud.,,OMPS
2008,SALU08,VIEP02,4,XXX,FP,8,A,,Vigilancia epidemiológica.,,VIEP
"2008,SALU08,AFEO02,4,FIM,TP,21,A,,""Análisis de fenómenos eléctricos, electromagnéticos y ópticos."",""Análisis de fenómenos eléctricos, electromagnéticos y ópticos."",AFEO"
2008,SALU08,DROE02,4,QUM,TP,22,A,,Descripción de la relación entre compuestos orgánicos y el entorno.,Descripción de la relación entre compuestos orgánicos y el entorno,DROE
2008,SALU08,IFAH02,4,ECA,TP,23,A,,Interpretación de fenómenos microeconómicos.,Interpretación de fenómenos microeconómicos.,IFAH
2008,SALU08,IFES02,4,SOH,TP,24,A,,Interpretación de hechos y fenómenos en estructuras sociales.,Interpretación de hechos y fenómenos en estructuras sociales.,IFES
2008,SALU08,CLEI02,4,IPA,TT,41,A,,Comprensión de lectura y escritura en inglés.,,CLEI
2008,SALU08,TVEN02,4,OPV,TT,42,A,,Manejo de técnicas de venta.,,TVEN
2008,SALU08,MEAL02,4,INT,TT,43,A,,Orientación en medicina alternativa.,,MEAL
2008,SALU08,CPIN02,5,XXX,FB,1,A,,Comunicación productiva en inglés.,Comunicación productiva en inglés.,CPIN
2008,SALU08,INSO02,5,XXX,FB,2,A,,Interpretación de normas de convivencia social.,Interpretación de normas de convivencia social.,INSO
2008,SALU08,ANIÑ02,5,XXX,FP,3,A,,Atención del niño.,,ANIÑ
2008,SALU08,AMIN02,5,XXX,FP,4,A,,Atención materno-infantil.,,AMIN
2008,SALU08,EPSA02,5,XXX,FP,5,A,,Ejecución de programas de salud.,,EPSA
2008,SALU08,FEMP03,5,XXX,FP,6,A,,Formación empresarial.,FEMP03,FEMP
2008,SALU08,AIND02,5,FIM,TP,21,A,,Análisis derivativo de funciones.,Análisis derivativo de funciones,AIND
2008,SALU08,DEMA02,5,ECA,TP,22,A,,Descripción de fenómenos macroeconómicos.,Descripción de fenómenos macroeconómicos.,DEMA
2008,SALU08,IRMO03,5,QUM,TP,23,A,,Interpretación de la relación de reacciones metabólicas de los organismos.,Interpretación de la relación de reacciones metabólicas de los org,IRMO
2008,SALU08,ITIN02,5,SOH,TP,24,A,,Interpretación y tratamiento de la información.,Interpretación y tratamiento de la información.,ITIN
2008,SALU08,AEST02,5,INT,TT,41,A,,Aplicación estadística en salud.,,AEST
2008,SALU08,ATSC02,5,OPV,TT,42,A,,Atención y servicio a clientes.,,ATSC
2008,SALU08,CAEO02,5,IPA,TT,43,A,,Comprensión auditiva y expresión oral en Inglés.,,CAEO
2008,SALU08,FLSF,6,XXX,FB,1,A,,Filosofía.,Filosofía,FLSF
2008,SALU08,ACSS02,6,XXX,FP,2,A,,Aplicación de la calidad en los servicios de salud.,,ACSS
2008,SALU08,ASUR02,6,XXX,FP,3,A,,Atención en situaciones de urgencia.,,ASUR
2008,SALU08,AGER02,6,XXX,FP,4,A,,Atención geriátrica.,,AGER
2008,SALU08,CENG02,6,XXX,FP,5,A,,Comunicación especializada en inglés.,Comunicación especializada en inglés.,CENG
2008,SALU08,GESA02,6,XXX,FP,6,A,,Gestión de los servicios de salud.,,GESA
2008,SALU08,IPAD03,6,XXX,FP,7,A,,Intervención en problemas de adicciones.,,IPAD
2008,SALU08,ACIU02,6,SOH,TP,21,A,,Actuación ciudadana.,Actuación ciudadana.,ACIU
2008,SALU08,AING02,6,FIM,TP,22,A,,Análisis integral de funciones.,Análisis integral de funciones.,AING
2008,SALU08,CAFI02,6,ECA,TP,23,A,,Cálculo de operaciones financieras de crédito.,Cálculo de operaciones financieras de crédito.,CAFI
2008,SALU08,ICHU02,6,QUM,TP,24,A,,Identificación de la conducta humana.,Identificación de la conducta humana.,ICHU
2008,SALU08,CPAS02,6,IPA,TT,41,A,,Comunicación profesional en el área de servicios.,,CPAS
2008,SALU08,ILDI02,6,INT,TT,42,A,,Interpretación de lenguas y dialectos.,,ILDI
2008,SALU08,VEBS02,6,OPV,TT,43,A,,Venta de bienes y servicios.,,VEBS
2008,SALU08T,APRE03,1,XXX,FB,1,A,,Autogestión del aprendizaje.,Autogestión del aprendizaje.,APRE
2008,SALU08T,PROP04,1,XXX,FB,2,A,,Proyección personal y profesional.,Proyección personal y profesional.,PROP
2008,SALU08T,MAEC04,1,XXX,FB,3,A,,Manejo de espacios y cantidades.,Manejo de espacios y cantidades.,MAEC
2008,SALU08T,COIN03,1,XXX,FB,4,A,,Comunicación para la interacción social.,Comunicación para la interacción social.,COIN
2008,SALU08T,PIPM03,1,XXX,FB,5,A,,Procesamiento de información por medios digitales.,Procesamiento de información por medios digitales.,PIPM
2008,SALU08T,REDE03,1,XXX,FB,6,A,,Resolución de problemas.,Resolución de problemas.,REDE
2008,SALU08T,DECI03,1,XXX,FB,7,A,,Desarrollo ciudadano.,Desarrollo ciudadano.,DECI
2008,SALU08T,CAEP02,2,XXX,FB,1,A,,Comunicación en los ámbitos escolar y profesional.,Comunicación en los ámbitos escolar y profesional.,CAEP
2008,SALU08T,IBIO02,2,XXX,FB,2,A,,Identificación de la biodiversidad.,Identificación de la biodiversidad.,IBIO
2008,SALU08T,ININ02,2,XXX,FB,3,A,,Interacción inicial en inglés.,Interacción inicial en inglés.,ININ
2008,SALU08T,MADI02,2,XXX,FB,4,A,,Manejo de aplicaciones por medios digitales.,Manejo de aplicaciones por medios digitales.,MADI
2008,SALU08T,REAN03,2,XXX,FB,5,A,,Representación simbólica y angular del entorno.,Representación simbólica y angular del entorno.,REAN
2008,SALU08T,COLS04,2,XXX,FP,7,A,0,Conducta profesional y legislación en salud.,Conducta profesional y legislación en salud.,COLS
2008,SALU08T,IDEF03,2,XXX,FP,8,A,,Identificación de la estructura y función del cuerpo humano.,Identificación de la estructura y función del cuerpo humano.,IDEF
2008,SALU08T,IPSE03,2,XXX,FP,9,A,,Identificación del proceso salud - enfermedad.,,IPSE
2008,SALU08T,OCUS02,2,XXX,FP,10,A,,Organización de la comunidad para el cuidado de la salud.,,OCUS
2008,SALU08T,TERF03,2,XXX,FP,11,A,,Terapéutica farmacológica.,,TERF
2008,SALU08T,AMAE03,3,XXX,FP,1,A,,Análisis de la materia y la energía.,Análisis de la materia y la energía,AMAE
2008,SALU08T,CAIN02,3,XXX,FB,2,A,,Comunicación activa en inglés.,Comunicación activa en inglés.,CAIN
2008,SALU08T,IFIM03,3,XXX,FB,3,A,,Interpretación de fenómenos físicos de la materia.,Interpretación de fenómenos físicos de la materia.,IFIM
2008,SALU08T,REFU03,3,XXX,FB,4,A,,Representación gráfica de funciones.,Representación gráfica de funciones.,REFU
2008,SALU08T,APRI02,3,XXX,FP,5,A,,Atención primaria a la salud.,,APRI
2008,SALU08T,ESTA02,3,XXX,FP,6,A,,Estrategia acción-participativa.,,ESTA
2008,SALU08T,IAPA02,3,XXX,FP,7,A,,Investigación acción-participativa.,,IAPA
2008,SALU08T,CIIN02,4,XXX,FB,1,A,,Comunicación independiente en inglés.,Comunicación independiente en inglés.,CIIN
"2008,SALU08T,COFE02,4,XXX,FB,2,A,,""Contextualización de fenómenos sociales, políticos y económicos."",""Contextualización de fenómenos sociales, políticos y económicos."",COFE"
2008,SALU08T,TADA03,4,XXX,FB,3,A,,Tratamiento de datos y azar.,Tratamiento de datos y azar.,TADA
2008,SALU08T,APCO05,4,XXX,FP,4,A,,Atención de primer contacto.,Atención de primer contacto.,APCO
2008,SALU08T,CCCS02,4,XXX,FP,5,A,,Capacitación de la comunidad para el cuidado de la salud.,,CCCS
2008,SALU08T,EDSC02,4,XXX,FP,6,A,,Educación para la salud comunitaria.,,EDSC
2008,SALU08T,OMPS02,4,XXX,FP,7,A,,Operación del modelo de promoción de la salud.,,OMPS
2008,SALU08T,VIEP02,4,XXX,FP,8,A,,Vigilancia epidemiológica.,,VIEP
2008,SALU08T,CLEI02,4,IPA,TT,41,A,,Comprensión de lectura y escritura en inglés.,,CLEI
2008,SALU08T,TVEN02,4,OPV,TT,42,A,,Manejo de técnicas de venta.,,TVEN
2008,SALU08T,MEAL02,4,INT,TT,43,A,,Orientación en medicina alternativa.,,MEAL
2008,SALU08T,CPIN02,5,XXX,FB,1,A,,Comunicación productiva en inglés.,Comunicación productiva en inglés.,CPIN
2008,SALU08T,INSO02,5,XXX,FB,2,A,,Interpretación de normas de convivencia social.,Interpretación de normas de convivencia social.,INSO
2008,SALU08T,ANIÑ02,5,XXX,FP,3,A,,Atención del niño.,,ANIÑ
2008,SALU08T,AMIN02,5,XXX,FP,4,A,,Atención materno-infantil.,,AMIN
2008,SALU08T,EPSA02,5,XXX,FP,5,A,,Ejecución de programas de salud.,,EPSA
2008,SALU08T,FEMP03,5,XXX,FP,6,A,,Formación empresarial.,FEMP03,FEMP
2008,SALU08T,AEST02,5,INT,TT,41,A,,Aplicación estadística en salud.,,AEST
2008,SALU08T,ATSC02,5,OPV,TT,42,A,,Atención y servicio a clientes.,,ATSC
2008,SALU08T,CAEO02,5,IPA,TT,43,A,,Comprensión auditiva y expresión oral en Inglés.,,CAEO
2008,SALU08T,FLSF,6,XXX,FB,1,A,,Filosofía.,Filosofía,FLSF
2008,SALU08T,ACSS02,6,XXX,FP,2,A,,Aplicación de la calidad en los servicios de salud.,,ACSS
2008,SALU08T,ASUR02,6,XXX,FP,3,A,,Atención en situaciones de urgencia.,,ASUR
2008,SALU08T,AGER02,6,XXX,FP,4,A,,Atención geriátrica.,,AGER
2008,SALU08T,CENG02,6,XXX,FP,5,A,,Comunicación especializada en inglés.,Comunicación especializada en inglés.,CENG
2008,SALU08T,GESA02,6,XXX,FP,6,A,,Gestión de los servicios de salud.,,GESA
2008,SALU08T,IPAD03,6,XXX,FP,7,A,,Intervención en problemas de adicciones.,,IPAD
2008,SALU08T,CPAS02,6,IPA,TT,41,A,,Comunicación profesional en el área de servicios.,,CPAS
2008,SALU08T,ILDI02,6,INT,TT,42,A,,Interpretación de lenguas y dialectos.,,ILDI
2008,SALU08T,VEBS02,6,OPV,TT,43,A,,Venta de bienes y servicios.,,VEBS
